"It includes 7 songs about imagination and love.\"";5000;come-on-a-journey-with-us-to-never-land;;AU;AUD;1398290220;1398290220;1395656779;1395698220;0;0;;
kkst750894913;This Is Real Beauty: The Camera Doesn't Lie;Real Models - No Makeup, No Photoshop. Just their beauty, expression, lighting and a simple black and white conversion.;2000;this-is-real-beauty-the-camera-doesnt-lie;;AU;AUD;1406542257;1406542257;1400829894;1401358257;42;1
kkst665722344;The 3D Head;Just Provide a Front and Side Photo Of Your Head (or someone elses) and Get It Printed in 3D In 150x150x150mm (approx).;2500;the-3d-head;;GB;GBP;1406542790;1406542790;1403557166;1403950790;0;0
kkst1334649275;Macroscopy imager for ID of Minnesota grasses & sedges.;Minnesota Wildflowers info is a nonprofit organization dedicated to creating a free, laymen's online field guide of all flora of MN.;2500;macroscopy-imager-for-id-of-minnesota-grasses-and;;US;USD;1406546466;1406546466;1367749076;1404732066;19;0
kkst485451135;Collinwood Needs Coffee!!!;Bright Coffee Bar aims to provide quality fresh, healthy gourmet foods and locally roasted coffee to the Waterloo Arts District;12000;collinwood-needs-coffee;;US;USD;1406546892;1406546894;1397484741;1403954892;42;0
kkst1392334069;States and Empires debut album on CD;It turns out not everyone loves Vinyl haha , so by request we are going to do a limited run of a CD version of the debut album FREEDOM;1000;states-and-empires-debut-album-on-cd;;GB;GBP;1406548741;1406548741;1404298219;1404388741;66;1
kkst701060772;G-Lord Apparel . Pride is not a Sin . Gay Pride LTD Edition.;A Proud Apparel Brand, introducing Limited Editions 2014 by designers from Amsterdam, New York & San Francisco.;18500;g-lord-apparel-gay-pride-limited-editions-2014;;NL;EUR;1406549444;1406549446;1398810088;1402488644;3;0
kkst308934846;Texas As I See It Large Format Photo Book (Canceled);We have sold out of our first printing and need more books soon.  This project is to raise funds to cover a second printing.;38500;texas-as-i-see-it-coffee-table-book-2nd-printing;;US;USD;1406554091;1403751703;1400615379;1402666091;0;0
kkst2091161191;Ai.Frame: Age of Humanoid Robot;Ai.Frame is an open-source,miniature humanoid robot. Versatile, abundant upgrades,customizable commands,pre-assembled or self-assembly.;5000;aiframe-age-of-humanoid-robot;;US;USD;1406556017;1406556017;1401339415;1403964017;79;1
kkst103799974;WrapAround - The Cord Management Solution;Organize loose and messy wires. It’s adaptable, able to fit nearly all wire lengths and thicknesses.;8000;wraparound-the-cord-management-solution;;US;USD;1406556362;1406556362;1403895920;1404741962;147;1
kkst824657313;"\"The Blind Owl Stages Shinn's  The Coming World";"\"The political and personal collide in a raw and intimate look at a pre-9/11 America:  The Coming World  by Christopher Shinn\"";5000;the-blind-owl-stages-shinns-the-coming-world;;US;USD;1406557877;1406557880;1404094320;1404743477;82;0
kkst1707272645;HOT DISH;As a Minnesotan, I like nothing more then a good HOT DISH don't ya know. Help me make a batch of my favorite dish.;15;hot-dish;;US;USD;1406559011;1406559011;1404874886;1405263011;1;0
kkst1080594724;Cubii: World's First Under-Desk Elliptical Trainer;An affordable, sleek, ergonomic trainer that integrates wirelessly with mobile devices and fitness trackers to make sitting healthier;80000;cubii-under-desk-elliptical-trainer;;US;USD;1406559653;1406559653;1395199183;1403103653;1070;1
kkst1791198763;From The Streets to the Church T-Shirt;A shirt that celebrates those who have transitioned from drug-addiction,alcohol, and prison, into a life of sobriety and positivity.;2500;from-the-streets-to-the-church-t-shirt;;US;USD;1406560537;1406560537;1401748027;1403968537;3;0
kkst119734015;Armageddon Fed Up With This - A Gunner's Tale;The articulate, funny account of a journalist conscripted into a WW2 anti-aircraft regiment, set in the context of the times.;2500;armageddon-fed-up-with-this-a-gunners-tale;;GB;GBP;1406561109;1406561109;1404055242;1404141909;4;0
kkst65492425;Contingency Plan;This web-series is about a man being torn between 2 different sides of a war to fix the human race after the outbreak of.... Zombies.;6000;contingency-plan;;US;USD;1406563200;1406563212;1403345622;1403739056;6;0
kkst182609858;On The Sun Makes a Record;We're recording our debut album, pressing it to vinyl, and taking it on the road!;15000;on-the-sun-makes-a-record;;US;USD;1406563492;1406563492;1403550514;1403971492;235;1
kkst2147203835;7 Dark Realms (Canceled);A 2D MMORPG where you can litterally do anything for the mobile Platform.;600;7-dark-realms;;US;USD;1406563957;1403977815;1403966500;1403971957;0;0
kkst1344952813;Ascent Placement;Social Media platform for jobseekers and Employers;;;;;;;;;;;
"Bridging the gap between the jobseekers and employers\"";2e+05;ascent-placement;;GB;GBP;1406564766;1406564766;1404230465;1404836766;0;0;;
kkst265052577;The Judo Preservation Project (Canceled);I am gathering rare, out-of-print Judo books for preservation, translation and sharing.;14000;the-judo-preservation-project;;US;USD;1406566363;1404726822;1403753349;1403974363;0;0
kkst221989596;Top Gun: The Musical - 2014 MN Fringe Festival;'Top Gun: The Musical' takes flight in downtown Minneapolis. The best of the 80's movie and musical theater together at last!;5000;top-gun-the-musical-2014-mn-fringe-festival;;US;USD;1406566860;1406566861;1403747901;1404509568;34;0
kkst592542358;Young chef and foodie. Doing pop ups and supper clubs;I'm a young chef and massive foodie going into the field of supper clubs and pop up restaurants.;5000;young-chef-and-foodie-doing-pop-ups-and-supper-clu;;GB;GBP;1406567281;1406567281;1404838131;1404839281;1;0
kkst927139777;Yepzon - because million kids missing is too much.;Simplicity and affordable cost make Yepzon a global every-day life saver. Number one child protector coming to town. Premiere here.;58000;yepzon;;GB;GBP;1406568162;1406489572;1400515523;1404062562;53;0
kkst1444479457;The Box Set Series;Unique Illustrations for apparel, paying tribute to different individuals starting with Mr. X and who knows who's next.;500;the-box-set-series;;US;USD;1406569023;1406569023;1400198608;1404149823;2;0
kkst1008778085;Avec Vous Lingerie Sensual elegance;Avec Vous Lingerie, a sensual elegant brand waiting to launch to the public. We need your help in order to continue with production.;30000;avec-vous-lingerie-sensual-elegance;;US;USD;1406570845;1406570845;1403893874;1403978845;6;0
kkst1173852472;Charby Charcoal BBQ;Charby, the modern way to make the perfect BBQ. Ready in minutes, easy to clean and easy when you are the move!;2000;charby-charcoal-bbq;;NZ;NZD;1406571753;1406571753;1402003525;1404757353;36;1
kkst138711307;The Shed Is On Fire / Die Hütte Brennt;Installation made out of fabric bricks.;2850;the-shed-is-on-fire-die-hutte-brennt;;GB;GBP;1406574000;1406574011;1404335074;1404760863;23;0
kkst2131962923;Redneck Assassin;Third-Person-Stealth-Assassin Game for mobile.  Think Kill Bill mixed with Bambie's Storyline, & Metal Gear Solid game mechanics;5;redneck-assassin;;US;USD;1406574000;1406574011;1398715955;1403543829;23;1
kkst1840738671;Picturae: A Visual Latin Dictionary;The Picturae project seeks to create a visual dictionary of Latin words that contextualizes vocabulary for beginning Latin students.;4000;picturae-a-visual-latin-dictionary;;US;USD;1406574037;1406574037;1388108643;1403636437;98;1
kkst1327449173;Pit Stop Burgers;Pit Stop Burgers is Plymouth's first ever gourmet burger delivery service. Real fast food!;400;pit-stop-burgers;;GB;GBP;1406574502;1406574504;1405631013;1405969702;2;0
kkst684139033;Close Network;Close Network is an alternate to Social networks where your parents and teachers could easily get hold of your profile, not anymore.;55000;close-network;;GB;GBP;1406574562;1406574562;1402335475;1402686562;2;0
kkst496525737;2015 alter-ego calendar (Egotistic );I want to make a 2015 calendar using alter ego photos i am going to create.;500;2015-alter-ego-calendar-egotistic;;US;USD;1406575328;1406575328;1405182618;1405365728;3;0
kkst337472340;RedOfPaw's Big Crazy Stupid VR Adventure and American Pie;I AM MAKING THE GREATEST VR ADVENTURE OF ALL TIME. Also, I want to go to Oculus Connect! Help ME to help YOU! Also: PIE!;1700;redofpaws-big-crazy-stupid-vr-adventure-and-americ;;GB;GBP;1406575806;1406575811;1404770931;1404847806;322;1
kkst1980502844;Krishna's Cuisine Vegan Vegetarian Food Truck;We are working on an awesome new Vegan Vegetarian Food Truck for the Dallas Area and summertime concert tours!!!;8999;krishnas-cuisine-vegan-vegetarian-food-truck;;US;USD;1406577540;1406577540;1402084455;1402427317;11;0
kkst1277310160;Please help a UK Songwriter with Nashville Opportunity;Being based in the UK when your music is aimed at Nashville, was never going to be easy, but......;2000;uk-songwriter-with-nashville-opportunity;;GB;GBP;1406578495;1406578511;1404760301;1404764095;3;0
kkst203636454;Making Bubbles;A film that looks at the relationship between a man, a woman and their beliefs;750;making-bubbles;;GB;GBP;1406579828;1406579828;1402686918;1402691828;57;1
kkst1261513021;Koolernaut Digital Beer Insulator and Chiller;"\"Digital technology meets the old fashioned foam  KOOZIE  with the Koolernaut.  Be a part of the revolution!\"";3000;koolernaut-digital-beverage-insulator-and-chiller;;US;USD;1406581037;1406581037;1399084634;1402693037;191;1
kkst509822257;A book on what it's like to be an American living in China;I am about to embark on the journey of a lifetime, and I want to share it with the world. Help me document my trip to China in a book!;2000;a-book-on-what-its-like-to-be-an-american-living-i;;US;USD;1406581690;1406581692;1404777268;1404853690;32;0
kkst1224300146;The Perfect Hotdog;I plan to make a hotdog that tastes amazing.;;;;;;;;;;;
"The picture for this Kickstarter is merely just the foundation for the perfect hotdog!\"";10;the-perfect-hotdog;;AU;AUD;1406582550;1406582550;1404801842;1404854550;6;1;;
kkst533603149;A Parklet for North Berkeley - Build it with us!;Berkeley's Shattuck Avenue needs a parklet! Join us in converting;;;;;;;;;;;
"street parking into a patio greenspace for us all!\"";15000;a-parklet-for-north-berkeley-build-it-with-us;;US;USD;1406583313;1406583313;1396234182;1402695313;153;0;;
kkst454791331;Olde Town Taqueria;Closed for 2 year's. Let's bring back a neighborhood hotspot. Give people great food, and provide a couple jobs!!!;6200;olde-town-taqueria;;US;USD;1406583420;1406583420;1404917960;1405090864;4;0
kkst507023741;Bet Mine Apparel & Accessories;While some say All In, we just say Bet Mine. Poker and fashion never looked so good.;10000;bet-mine-apparel-and-accessories;;US;USD;1406586495;1406586495;1330466905;1401402495;4;0
kkst1932973491;Northport Brew;I am a home brewer/scientist determined to bring creative and delicious craft beer to North Carolina!;1500;northport-brew;;US;USD;1406586735;1406586735;1404665987;1404858735;6;0
kkst1243817756;Time to make beer;I'm making beer.;;;;;;;;;;;
"Probably a nice Belgian whit beer.\"";35;time-to-make-beer;;US;USD;1406587554;1406587554;1405118230;1405291554;3;0;;
kkst1222041665;Mac and Cheese;I want to make some mac and cheese. Not the store bought instant stuff, I want to make it from scratch.;10;mac-and-cheese;;US;USD;1406588248;1406588248;1404704866;1404773848;2;1
kkst32034760;How does a Snake Shed its Skin? Edinburgh Festival 2014;A show about making a one woman show when you are not one woman. Created by Slip of Steel.;3000;how-does-a-snake-shed-its-skin-edinburgh-festival;;GB;GBP;1406588400;1406588412;1404898865;1405085232;37;0
kkst1307124044;The 56;The 56 examines testimonials from the The Bradford City Fire. Performing at the 2014 Edinburgh Fringe Festival.;1250;the-56;;GB;GBP;1406588400;1406588411;1399312315;1404080227;40;0
kkst2027761691;Cultivate & Connect in the USA;#AgChat are holding a social media conference on 21-22 August 2014. Sponsor me to attend & I will share my observations on my return.;2000;cultivate-and-connect-in-the-usa;;GB;GBP;1406588400;1406588411;1405068096;1405070362;1;0
kkst1869351242;Multiple Bodies and a Theme of Tomorrow;A new multidisciplinary project series by multiple artists working in various practices and locations.;3200;multiple-bodies-and-a-theme-of-tomorrow;;US;USD;1406590002;1406590002;1385844069;1403998002;32;1
kkst1039559542;Project Lemonade Stand (Canceled);Nothing like an ice cold glass of lemonade on a hot summer day! Help me create the tastiest lemonade stand in town.;100;project-lemonade-stand;;US;USD;1406590200;1405226236;1404948394;1405004979;0;0
kkst1127781843;Gamers at the Enzian;Support local filmmakers as we raise money to screen the low-budget film 'Gamers', and other short films, at the Enzian Theater!;1500;gamers-at-the-enzian;;US;USD;1406592000;1406592014;1403668738;1403929789;18;1
kkst650523901;Crystal and Breanna: The Secret of Blackridge Farm;Barbara and Dave are finally ready to print their book! Monies raised will provide pen-to-shelf publishing & marketing services!;5200;crystal-and-breanna-the-secret-of-blackridge-farm;;US;USD;1406592790;1406592790;1403326823;1403568790;27;0
kkst24823525;G-Pod ... the future of sustainable housing;A revolution in the rapidly growing container housing space. Transportable, expandable, green and versatile. A global game-changer.;38888;g-pod-the-future-of-sustainable-housing;;AU;AUD;1406593780;1406593813;1401332379;1404174580;60;0
kkst2052736914;Building A Visual Memoir (Canceled);Rediscovering myself one portrait at a time.;3000;building-a-visual-memoir;;US;USD;1406595154;1405614111;1403894218;1404003154;2;0
kkst954729650;Pole Dancing Adventures, The Book;What does it take to be a pole dancer? This comic covers lifestyle, tricks and tips in humorous comic strips! Pre-order your book now!;23900;pole-dancing-adventures-the-book;;US;USD;1406595600;1406595613;1400693792;1402894593;541;1
